	0
perth	13789
4	483
pupa	14685
heavier	8829
pill	13946
grip	8407
shapeless	16355
jake	10127
grit	8413
blanketi	2542
gloom	8135
ebulli	6224
vourich	19964
lorbrulgrud	11144
mow	12318
mov	12310
seren	16265
mot	12280
ferment	7145
encircl	6467
mon	12148
sendivogus	16224
mob	12095
grim	8397
grin	8402
mannikin	11505
vauxhal	19705
robberi	15554
gaun	7921
ordnanc	13113
anglophobia	1286
voluntarili	19945
sigismond	16567
fanlight	7017
server	16283
sided	16547
chamber	3633
republ	15301
gossipi	8242
either	6312
beehiv	2232
pneumaticus	14132
noti	12810
agloval	979
ligeia	10929
fulfil	7741
sweetheart	17849
afflict	928
doll	5863
constabl	4451
bauchl	2152
titan	18441
ascend	1638
alabast	1029
dole	5862
civilli	3913
sentinel	16245
adequ	837
undermin	19122
hercul	8913
ascens	1639
ascent	1640
dolt	5870
gross	8426
outr	13211
twig	18903
gladder	8087
confirm	4382
theomagica	18224
unluckili	19318
proport	14571
lotti	11168
heugh	8959
pioneer	13977
lunat	11257
84b	619
84a	618
gladden	8086
unalien	18990
quakeress	14764
linoleum	10996
inflatus	9747
husbandman	9321
knife	10491
equipag	6633
brigid	2945
moquin	12222
scudamor	16098
fewest	7179
gratitud	8329
stammer	17268
souvenir	17026
maidenhood	11399
broken	2986
intermigr	9921
baxley	2158
utter	19619
resign	15329
staghound	17249
pateroon	13564
lamplight	10597
goggin	8198
847	617
corali	4570
opium	13070
roar	15549
island	10065
guavus	8471
teasl	18067
fallaci	6994
ineleg	9699
inscrut	9832
roan	15548
knave	10479
partizan	13521
allianc	1112
road	15543
barnsley	2092
dagger	5057
quell	14796
trot	18771
whiter	20320
breus	2908
pleasantri	14082
terminolog	18155
mari	11551
empress	6451
hes	8951
factious	6964
adduc	833
unsoci	19470
strip	17528
balfron	1996
gomez	8210
tilleri	18397
1738	181
bedim	2217
hilair	9000
complianc	4293
gravid	8340
1731	179
hetfield	8957
1733	180
anise	1306
brute	3022
coleoptera	4156
tobia	18458
roosemal	15605
mcgeoch	11689
went	20189
bellarmin	2298
viscount	19892
iambic	9369
dauber	5136
watchmen	20091
daytim	5158
gors	8236
windibank	20418
watkin	20106
blanchfield	2535
putney	14724
tripod	18743
gymnasium	8532
shroud	16502
hiccup	8975
corso	4626
purgatori	14697
gore	8231
gorg	8232
inoffens	9817
cryptograph	4922
1598	105
martyrdom	11599
spice	17106
ludicr	11235
woman	20502
kinlochalin	10454
possibl	14265
noiseless	12746
benton	2347
ludlow	11236
ivanho	10090
steven	17382
dismantl	5711
carnivor	3418
unusu	19529
eagerest	6180
undri	19163
eschew	6672
kinsman	10457
blackbird	2506
embed	6405
lightsom	10939
stairway	17258
outing	13201
affection	919
choak	3803
conundrum	4516
nimbl	12699
censor	3579
casualti	3494
antagon	1343
leghorn	10797
undergon	19116
deem	5246
remit	15226
cultus	4953
cultur	4952
halesom	8572
deed	5244
hound	9205
decentest	5210
choat	3804
fill	7219
tedious	18077
denot	5362
graveyard	8338
personnel	13779
hybrid	9341
forsak	7553
repent	15272
tempest	18103
field	7194
prism	14464
woodbe	20515
unsulli	19489
dilectus	5560
lechmer	10770
architectur	1522
fruitless	7727
piscatori	13994
brandi	2849
culverin	4954
lecki	10771
condens	4356
shelter	16399
sequenc	16259
keepit	10373
aster	1709
nichol	12668
deific	5291
tarri	18017
chlori	3802
glabra	8082
spat	17056
evilli	6782
chris	3827
shift	16417
prudent	14628
concav	4325
harcourt	8659
insati	9829
gibbon	8037
merkl	11822
havana	8748
orat	13093
downfal	5941
unload	19313
bayley	2161
huski	9325
ovari	13233
descript	5417
remoto	15233
misadventur	12003
burrow	3128
u	18945
castl	3489
alright	1148
escap	6669
casta	3484
oral	13091
psychic	14639
vitalis	19907
underjaw	19120
represent	15288
blithesom	2590
forger	7528
liar	10888
forget	7530
founder	7587
stamford	17267
foolscap	7448
forbidden	7474
lustili	11270
dollar	5864
sunt	17714
emili	6431
cabman	3195
sunk	17705
atlant	1752
lappet	10641
stack	17241
sedul	16175
lollardi	11109
tameless	17982
children	3777
slunk	16803
unclassifi	19061
inconceiv	9611
ninep	12701
indiscern	9669
larval	10658
resum	15361
bakken	1981
z	20730
capitolinus	3354
laid	10574
underbrush	19110
logician	11102
holborn	9082
lap	10638
watercours	20094
crimson	4826
unperceiv	19371
hideous	8980
controul	4513
bestir	2390
godfath	8185
mornin	12243
parcel	13469
straightforward	17478
fals	6999
lavogu	10714
trapes	18651
shallna	16341
toss	18541
lain	10575
sarten	15899
scout	16060
unpersuad	19374
scour	16058
clench	3984
subterranean	17625
parlous	13492
castilian	3488
splitter	17151
pre	14335
knighthood	10493
norfolk	12768
cocq	4108
angus	1297
turtler	18880
tuppenc	18850
sallat	15813
necromanc	12566
damper	5087
purpl	14704
unrig	19430
tribal	18705
20th	294
gang	7863
andov	1264
strait	17482
neighborhood	12591
ditto	5802
steepl	17352
bonin	2704
sierraleon	16560
clinch	4012
fordabl	7484
gnarl	8163
go	8170
excommun	6819
recaptur	15039
lawyer	10724
further	7779
misrepresent	12049
brobdingrag	2980
grabb	8262
ribbon	15462
laureat	10699
excit	6814
waffl	19988
dial	5502
emboss	6415
stood	17446
abe	672
banchori	2028
excis	6813
skeptic	16681
mercer	11801
disorgan	5720
abl	685
trinket	18739
stoop	17448
displeas	5735
cowyard	4731
elwel	6386
recondit	15070
coronet	4602
hurdl	9310
bedfellow	2215
mum	12361
obsequi	12913
movement	12314
girlhood	8068
simplifi	16624
dowiest	5937
christi	3832
dithridg	5801
overinform	13268
sophist	16986
vale	19639
falleth	6996
ranger	14928
beacon	2169
harridan	8696
sophism	16985
sabell	15750
deptford	5393
hectograph	8835
dabbler	5049
susten	17817
valv	19659
valu	19654
900	629
gerner	8009
xxii	20642
ichneumon	9379
eras	6642
margin	11548
collater	4166
medica	11725
elytra	6389
underlip	19121
whalebon	20219
yearnin	20677
agatha	961
yedo	20680
nelson	12600
enmiti	6534
chieftain	3766
narrow	12498
fatten	7066
scurri	16108
woodman	20522
convalesc	4517
wizard	20483
reapplic	15019
africk	949
declin	5222
curat	4976
caravan	3376
transit	18633
africa	947
while	20282
bungl	3086
ling	10984
pgdp	13834
hunkin	9303
screechin	16073
henderland	8895
scull	16100
ricardo	15464
carysfort	3464
memor	11775
decliv	5223
yeomen	20689
archangel	1512
hobgoblin	9068
eye	6933
blunderbush	2625
libertina	10895
distinct	5787
hillock	9009
regist	15154
boutwel	2797
ungenteel	19230
fring	7694
rookh	15602
similitud	16611
rura	15717
fatigu	7065
libel	10891
raft	14879
astr	1716
blefuscudian	2566
bentham	2345
blunderbuss	2626
gentlewomen	7982
triumphant	18753
diamond	5508
desir	5424
populus	14226
xxv	20646
unostentati	19360
brisk	2958
xxix	20645
ital	10081
reconvert	15074
leonard	10828
eustathius	6742
sylph	17897
mill	11941
animadvers	1301
brist	2959
expedit	6861
particular	13519
disfavor	5677
nineteen	12703
aglow	980
kingsbridg	10448
dictat	5520
barebon	2068
galliot	7842
toxodon	18572
puzzl	14727
clergi	3988
hous	9209
philip	13859
der	5397
des	5408
roosevelt	15606
dew	5487
dei	5289
remain	15213
paragraph	13455
del	5297
den	5351
deo	5370
demosthen	5347
quadrup	14751
dec	5197
ded	5234
dee	5243
deg	5282
explod	6882
dethron	5459
atlass	1754
sibilat	16531
comorin	4258
spald	17037
ignobl	9415
onslaught	13049
share	16358
unfulfil	19224
biographi	2466
naowaday	12488
sphere	17101
morti	12260
compart	4266
chimera	3784
attain	1767
explor	6884
despot	5438
sharp	16362
whaup	20231
esquimaux	6685
robinson	15561
botanist	2764
misappl	12004
147b	79
interbreed	9899
147a	78
unexpected	19193
bellinus	2303
flawless	7323
blae	2524
comfort	4218
mapl	11528
egglam	6293
1696	145
1697	146
1692	144
incalcul	9573
1690	143
needi	12574
dreadless	5986
moonay	12209
stir	17419
needl	12575
tonquines	18498
1699	147
bleat	2561
indian	9658
blear	2559
releg	15194
blacken	2509
directress	5604
tabl	17935
blood	2595
blacker	2510
seduc	16174
salaam	15798
toothach	18504
atween	1785
bleak	2556
disir	5701
vestig	19795
twelv	18897
houyhnhnmland	9222
coax	4084
orchard	13099
alden	1058
vestigia	19797
coat	4082
clonliff	4028
spoon	17160
jocabimus	10226
blunder	2624
mislead	12039
coal	4076
fondest	7439
stabil	17238
impetu	9502
sect	16159
ensembl	6549
odorless	12962
xxx	20650
alph	1142
lollop	11110
lave	10708
vermin	19768
preposit	14386
pristin	14466
infant	9720
rotat	15626
fantasi	7021
clumsili	4060
equatori	6625
whitman	20327
rounder	15640
circumfer	3887
dough	5924
infanc	9719
piraeus	13989
hater	8734
delinqu	5314
fantasm	7022
24	321
25	334
26	345
27	353
20	283
21	295
22	299
23	309
forthwith	7561
28	364
bosom	2757
carpentri	3428
late	10671
heartbreak	8804
emend	6426
edmund	6260
baan	1915
cartelois	3450
clamor	3922
bereft	2356
lath	10675
maclaughlin	11335
dollymount	5865
complais	4283
good	8214
declamatori	5219
pollut	14183
indubit	9687
impal	9474
detour	5460
worthi	20566
seventh	16304
impar	9476
goos	8225
frigid	7691
compound	4305
oxford	13329
detach	5449
proclit	14491
complain	4281
limpet	10972
compter	4311
connolli	4421
evadn	6750
pregnant	14369
renounc	15254
wallac	20022
stiff	17396
ashen	1649
holiest	9091
electrocut	6336
porta	14240
2d	381
conic	4403
token	18474
eager	6179
knductr	10481
foxhound	7601
bastill	2133
clamp	3924
idem	9391
harm	8682
harl	8678
hark	8676
kelpi	10380
godmoth	8190
ryal	15737
fish	7266
hard	8660
winnow	20439
idea	9387
fractur	7606
macmillan	11340
flavia	7319
countrymen	4688
connect	4415
fist	7274
monki	12166
energi	6502
hart	8707
randolph	14923
garrul	7895
harp	8689
superb	17721
fungous	7761
flower	7388
creditor	4797
admiss	856
suprem	17764
mischanc	12013
childish	3774
docil	5835
breweri	2912
livlihood	11047
patrician	13576
perri	13762
wimbledon	20409
print	14458
verdict	19754
jackdaw	10108
haow	8643
henceforward	8893
difficulti	5543
lecher	10769
constantin	4454
hemispher	8887
flippanc	7356
brackley	2829
suspici	17813
cockroach	4103
wortley	20570
pleasant	14080
outnumb	13208
whethersoev	20267
highwayman	8997
senor	16230
bulli	3069
tiniest	18421
ornat	13131
epicurus	6607
hermet	8938
entrail	6575
sampl	15838
unship	19465
perjur	13747
tap	18000
clontarf	4030
parrel	13498
inexhaust	9707
omit	13027
intermingl	9923
windsor	20425
barbadian	2057
unexception	19191
harris	8701
pos	14259
bawdyhous	2156
torquatus	18529
corkscrew	4585
amuck	1226
rung	15710
top	18506
untaught	19504
copper	4557
dont	5895
perturb	13796
shoar	16438
exchang	6811
bullier	3070
ungod	19235
barbarian	2061
botani	2763
donc	5888
liquefact	11001
done	5890
cade	3210
shoal	16437
cadg	3213
wadin	19985
stabl	17239
wager	19992
jabber	10101
disown	5721
donn	5892
obligatori	12903
arisaig	1555
profund	14514
symptom	17912
dunkeld	6117
5th	550
smoother	16841
construct	4466
zeppelin	20747
182	218
183	221
180	210
181	213
186	232
187	238
184	225
185	228
mama	11464
roncesvall	15597
188	243
bespatt	2383
jetti	10199
larkin	10654
flickerin	7346
conduit	4367
pare	13475
pard	13472
travail	18655
draper	5970
gottlieb	8247
bema	2315
park	13485
pari	13480
madmen	11357
sam	15833
tranc	18614
drain	5960
pars	13503
rogu	15577
noteth	12805
gooseberri	8226
sold	16924
uncloud	19066
corpus	4609
exposur	6893
b	1912
contrari	4506
pierglass	13928
cyclic	5031
gotten	8246
foretop	7520
liketh	10949
horizont	9157
wilder	20384
bohemian	2667
savageri	15934
tod	18462
maccol	11319
toe	18467
typic	18934
peerag	13653
xxxii	20652
lamorak	10595
phaze	13845
cuthbert	5018
saccharin	15752
disunion	5798
parsnip	13507
unaccept	18980
turnov	18872
grandios	8296
aforetim	944
windless	20420
awoken	1893
harkin	8677
aukward	1816
cistern	3901
vehm	19715
stretch	17511
indiscreet	9670
dismember	5713
vanguard	19669
dreamili	5991
blanch	2532
mountain	12300
built	3056
zero	20748
blanco	2536
trip	18741
commentari	4233
laniard	10628
couch	4654
onset	13048
subdeacon	17594
caesar	3216
carteret	3452
veal	19707
cameroon	3280
patho	13569
sheepskin	16388
kendal	10385
mose	12272
sapl	15883
aout	1395
distribut	5793
lineal	10980
newcastl	12632
voyag	19968
ingrat	9775
flute	7409
maister	11411
chart	3697
indelic	9648
outstrip	13224
lilli	10957
charm	3692
charl	3685
moss	12275
contrahit	4504
chargeth	3681
asson	1700
shrowd	16503
chare	3677
unpopular	19384
charg	3678
lovecraft	11186
suck	17645
southampton	17016
guid	8486
sibyl	16534
downthrow	5946
nobilita	12728
scuril	16107
gnawn	8168
pueril	14656
unexplor	19197
transplant	18643
unfeign	19209
mammoth	11472
chester	3752
pennant	13690
squelch	17227
artific	1625
daresay	5114
western	20205
visibl	19894
sanctiti	15849
comitatus	4222
commerc	4234
sparrow	17050
jeanett	10166
rabbitskin	14859
nodus	12743
driveth	6025
privateersman	14470
noblest	12733
guttl	8528
subservi	17613
smithson	16833
nodul	12742
tenur	18146
valet	19644
fine	7237
find	7233
crinum	4831
chimer	3783
ambit	1184
mismanag	12040
nervous	12610
missleto	12060
ultim	18964
19th	279
poach	14133
tempestu	18104
shattock	16369
roughshod	15636
fiend	7195
8	607
litterateur	11027
unhappi	19251
valen	19641
balnibarbi	2014
springtim	17191
prowess	14623
pertinaci	13792
oxfordshir	13330
luke	11244
express	6896
epidem	6608
cheaper	3718
schoolteach	16022
sila	16583
ferret	7152
huesca	9251
batter	2145
breast	2886
nautic	12528
guild	8491
faileth	6975
silk	16590
pellet	13663
couragi	4695
huff	9252
uncomfort	19070
unlook	19315
homag	9108
toilett	18472
tryingest	18810
commot	4252
swag	17823
dastur	5132
perorar	13754
common	4246
polyerg	14188
vigener	19836
gospel	8238
ph	13836
scath	15989
doublet	5920
commod	4244
trinidado	18737
manli	11499
philofoph	13865
naked	12472
vinc	19855
still	17407
petrifi	13822
serpent	16275
decompos	5224
marston	11587
lion	10998
gravest	8336
thomont	18290
lisbon	11006
tender	18122
reserv	15323
11th	34
hole	9087
prim	14439
unchristen	19055
fane	7014
expert	6873
burney	3120
debas	5186
debar	5183
burnet	3118
burner	3117
debat	5187
smallest	16812
myriad	12440
hincher	9020
herald	8906
toledo	18476
distraught	5791
hold	9083
experi	6868
aviari	1872
interlop	9917
altern	1155
bourn	2791
ragnarok	14884
apostrophis	1421
indulg	9691
rosin	15621
complement	4285
unit	19292
alterc	1154
dilapid	5557
barrack	2098
essendean	6691
xiii	20633
infam	9717
complementari	4286
gramerci	8280
obliter	12905
mustard	12418
ingolstadt	9773
orter	13140
minut	11986
mythologis	12453
poniard	14207
newnham	12644
admonit	861
laurel	10701
sultan	17680
350000	432
annual	1327
alon	1136
centin	3584
grudg	8449
foreign	7496
swilliv	17860
cyclopedia	5035
propound	14575
spiritless	17129
moulinav	12297
foretel	7518
cowley	4728
afar	913
wiggin	20376
forevermor	7522
monmouth	12168
elliot	6366
point	14154
scairt	15959
whitehal	20316
sisson	16657
vent	19736
consumm	4471
jingl	10220
pamphlet	13399
ledgewis	10777
dancer	5094
levantin	10867
insipid	9846
slattern	16727
throughout	18345
godforsaken	8186
malconform	11432
cathedr	3513
x	20626
glasir	8100
papier	13438
pausania	13595
dovetail	5931
smote	16843
holyhead	9105
ravag	14977
worship	20561
inorgan	9819
overmast	13275
secret	16157
tarsi	18018
ireland	10023
niggurath	12682
pile	13942
compuls	4313
throne	18341
addison	829
chattel	3711
gentil	7972
juveni	10344
gay	7932
gat	7912
gas	7898
gar	7873
unnecessarili	19346
gap	7871
spirt	17133
vanc	19664
understand	19127
lacustrin	10553
gai	7811
gag	7807
repetit	15275
gad	7804
chatter	3712
cruelti	4890
shone	16447
rav	14976
bile	2447
inchoat	9587
fur	7767
rossetti	15624
berkshir	2359
raw	14984
inur	9978
bill	2451
bilk	2450
sportsmen	17165
bili	2448
crutch	4914
grayback	8344
insens	9835
consular	4468
rigour	15502
epilogu	6611
anonym	1337
tuck	18818
everyon	6774
fui	7738
prejudic	14374
birthright	2480
salvador	15828
whinin	20291
centr	3587
astound	1715
willi	20398
fusili	7787
yet	20696
centuri	3590
episcop	6612
toilsom	18473
minutia	11988
galileo	7831
pudenda	14655
wail	20001
rejoib	15178
talo	17978
exchequ	6812
marqu	11567
masham	11608
secreci	16156
dishonor	5690
butcher	3151
incarn	9579
heptamet	8904
benign	2335
ruta	15733
newhal	12641
itali	10082
spade	17034
corridor	4617
lanningham	10632
lenient	10823
ruth	15734
adyti	899
panurg	13432
hyngston	9355
flurri	7405
mop	12221
stript	17531
itch	10084
laugher	10691
wilden	20383
syne	17916
impass	9480
leopard	10832
quieter	14820
estat	6697
palat	13372
clinamina	4011
moment	12144
macardl	11311
anachron	1231
ardour	1533
fustian	7791
unveil	19533
gong	8213
nameless	12475
signor	16580
luxuri	11280
ters	18169
safe	15775
hexagon	8967
carress	3432
entre	6578
ampl	1220
trustiest	18804
entri	6582
clerac	3987
chemistri	3739
protrus	14604
craven	4772
coachmen	4074
somer	16956
morrow	12251
snarl	16860
appertain	1440
globum	8132
howe	9229
landmark	10611
traffic	18591
coddl	4110
tast	18028
spend	17095
howl	9232
darn	5122
explan	6877
whisker	20302
woodhous	20519
ruler	15698
vacuum	19628
dishonesti	5689
adventuress	888
obscur	12911
saunder	15926
resili	15330
shape	16354
aristid	1557
theodorus	18221
thorough	18299
sawci	15944
libr	10897
matterhorn	11652
timber	18401
depriv	5392
secundum	16164
wagg	19993
cut	5017
cur	4971
cup	4966
titmous	18445
melinda	11756
shake	16335
birkbeck	2472
sinist	16643
persuad	13783
passionless	13541
clare	3940
cue	4938
cud	4936
cub	4929
reproof	15299
cun	4963
bridal	2921
easter	6208
marcellinus	11535
1673	136
silken	16591
cornish	4594
rathbon	14966
valueless	19657
chambermaid	3635
big	2440
bid	2428
nightfal	12688
injur	9793
jessop	10191
charon	3695
redeem	15095
step	17362
bit	2490
bis	2482
pest	13807
knock	10498
disrepair	5754
blemish	2567
gruesom	8451
semi	16214
bozzi	2821
should	16470
flue	7394
fagot	6973
purveyor	14717
flux	7411
princip	14456
pilrig	13954
neatest	12551
bamboo	2023
flur	7404
sizeabl	16673
downstair	5945
ligament	10927
lucien	11222
blanchemain	2534
grossest	8428
often	12984
simious	16612
duck	6071
tralaladdi	18604
back	1932
bach	1928
ventricl	19737
extremist	6927
martial	11592
strongest	17541
incivil	9593
infest	9735
punctili	14677
bizcacha	2500
insepar	9836
brent	2904
shutter	16524
scald	15962
scale	15963
maroon	11566
scala	15960
pet	13811
l15	10526
scall	15966
pew	13830
pep	13705
brimless	2950
per	13708
scali	15964
newark	12630
pell	13662
pen	13671
langro	10622
larg	10650
bogus	2663
scalp	15968
lark	10653
carpent	3427
epic	6604
reproduc	15297
pea	13610
balmi	2010
nose	12790
308	393
constru	4465
millet	11944
patient	13572
nitti	12716
pacquet	13348
mungo	12373
300	386
301	388
302	389
304	390
305	391
306	392
laurcalco	10698
croni	4857
hereditarili	8925
shocker	16440
patienc	13571
claw	3963
from	7709
buccan	3029
crone	4856
impos	9518
quadrill	14749
shrinkag	16499
unattun	19009
sweetstuff	17851
snoop	16874
elucid	6383
constraint	4463
morri	12248
gambia	7853
sympath	17906
vend	19725
truck	18787
oatmeal	12888
britannica	2965
drama	5963
disclosur	5640
reincrud	15172
vile	19846
pertin	13790
goodi	8218
indisposit	9675
bluster	2631
conciliatori	4340
delsato	5323
supplementari	17751
maelstrom	11360
fuit	7739
eugenius	6732
dispens	5728
machicol	11324
bankruptci	2045
cinderpath	3874
embryolog	6424
mardyk	11541
jimmi	10217
clack	3915
philosophia	13869
atroci	1762
lesson	10850
germ	8005
sancto	15850
unwarili	19536
tonio	18495
abideth	680
inclus	9599
jockey	10229
cabl	3194
few	7177
cripe	4832
unorthodox	19359
spectat	17080
agricultur	991
errand	6656
moulin	12296
hieronimo	8986
juicier	10304
camera	3278
grave	8332
cornwal	4596
forward	7572
erasmus	6643
peevish	13656
borea	2745
warlock	20061
woden	20488
goa	8171
jago	10122
boyd	2816
ordeal	13106
vivac	19912
aulus	1820
retrocedat	15389
boyl	2819
usabl	19595
pounder	14299
embrown	6422
halberd	8569
bowsprit	2809
granit	8308
calico	3243
romantick	15591
concaten	4324
fay	7081
topsham	18514
